date,Final_times_viewed,Final_price
2018-08-12,6540.0,3345.8799999999824
2018-08-13,6215.0,4089.549999999994
2018-08-14,6945.0,3225.5099999999998
2018-08-15,8994.0,5349.289999999981
2018-08-16,8869.0,5694.86999999998
2018-08-17,7976.0,4733.059999999985
2018-08-19,8686.0,4035.4199999999746
2018-08-20,7937.0,3577.16999999998
2018-08-21,7957.0,3730.959999999984
2018-08-22,10045.0,6431.419999999962
2018-08-23,9897.0,7405.079999999982
2018-08-24,5193.0,26783.250000000007
2018-08-26,5043.0,2302.290000000002
2018-08-28,8786.0,10727.480000000014
2018-08-29,5334.0,4254.2499999999745
2018-08-30,10002.0,7891.419999999962
2018-08-31,5984.0,4140.119999999983
2018-09-02,4626.0,2299.510000000001
2018-09-03,7881.0,6506.7499999999645
2018-09-04,6775.0,3955.7099999999896
2018-09-05,6656.0,3894.2399999999784
2018-09-06,9634.0,7377.53999999993
2018-09-07,5925.0,3854.0399999999854
2018-09-09,6447.0,3877.0999999999744
2018-09-10,9731.0,7963.959999999999
2018-09-11,7604.0,4187.839999999974
2018-09-12,9434.0,4376.069999999969
2018-09-13,9837.0,31232.641000000003
2018-09-14,6867.0,4675.399999999984
2018-09-16,9155.0,5047.819999999961
2018-09-17,10816.0,9563.250000000058
2018-09-18,16965.0,7600.639999999956
2018-09-19,8993.0,5626.119999999974
2018-09-20,13417.0,5875.569999999951
2018-09-21,9850.0,9696.490000000082
2018-09-23,8448.0,4287.49999999998
2018-09-24,15362.0,39705.1099999996
2018-09-25,16527.0,10607.970000000128
2018-09-26,12898.0,7832.079999999954
2018-09-27,14843.0,17434.080000000024
2018-09-28,9797.0,7646.99999999996
2018-09-30,13041.0,7376.549999999938
2018-10-01,13659.0,7417.999999999981
2018-10-02,18305.0,67819.39999999845
2018-10-03,9973.0,4364.979999999988
2018-10-04,18568.0,14566.070000000285
2018-10-05,11986.0,7518.509999999972
2018-10-07,8924.0,5314.589999999958
2018-10-08,14388.0,7715.999999999943
2018-10-09,15164.0,8394.679999999962
2018-10-10,13373.0,15595.72000000009
2018-10-11,14524.0,7222.55999999998
2018-10-12,13350.0,28981.02999999999
2018-10-14,12913.0,7633.46999999993
2018-10-15,12793.0,11625.590000000151
2018-10-16,12309.0,8918.390000000049
2018-10-17,13319.0,-29374.970000000027
2018-10-18,12243.0,8692.36999999999
2018-10-19,11033.0,11389.83999999999
2018-10-21,11303.0,7007.839999999939
2018-10-22,9980.0,6069.949999999948
2018-10-23,14995.0,8178.969999999967
2018-10-24,10362.0,6331.069999999962
2018-10-25,8347.0,15121.560000000078
2018-10-26,11875.0,6943.359999999968
2018-10-28,12139.0,7500.80999999995
2018-10-29,9740.0,12516.250000000136
2018-10-30,12978.0,8465.979999999961
2018-10-31,11284.0,7428.759999999962
2018-11-01,19350.0,13655.830000000173
2018-11-02,11359.0,7725.259999999954
2018-11-04,13921.0,7681.839999999975
2018-11-05,13649.0,23464.650999999943
2018-11-06,16667.0,12092.14000000022
2018-11-07,17104.0,12876.59000000019
2018-11-08,16838.0,12538.210000000145
2018-11-09,13766.0,12653.730000000152
2018-11-11,11271.0,8442.899999999996
2018-11-12,16584.0,14324.610000000172
2018-11-13,19160.0,12268.280000000115
2018-11-14,14787.0,10901.541000000092
2018-11-15,14069.0,10845.24000000006
2018-11-16,13578.0,9973.500000000051
2018-11-18,14244.0,8909.709999999961
2018-11-19,13769.0,12726.670000000155
2018-11-20,18304.0,13975.70000000025
2018-11-21,15154.0,14168.150000000138
2018-11-22,18905.0,11789.710000000205
2018-11-23,13210.0,10312.589999999976
2018-11-25,10132.0,7830.079999999927
2018-11-26,18232.0,16431.740000000176
2018-11-27,15141.0,7914.199999999957
2018-11-28,27791.0,25808.500000000222
2018-11-29,26320.0,13631.360000000277
2018-11-30,19040.0,22228.180000000037
2018-12-02,22365.0,15786.340000000491
2018-12-03,29374.0,35357.55999999958
2018-12-04,23401.0,170304.1799999988
2018-12-05,27627.0,19956.120000000345
2018-12-06,25150.0,29325.260000000115
2018-12-07,11716.0,12825.060000000149
2018-12-09,5595.0,3966.2299999999723
2018-12-10,10737.0,12388.27
2018-12-11,11359.0,8257.359999999977
2018-12-12,8513.0,4819.309999999965
2018-12-13,12556.0,5954.719999999962
2018-12-14,10249.0,18131.210000000017
2018-12-16,2542.0,1640.1900000000032
2018-12-17,7275.0,8081.789999999969
2018-12-18,5292.0,12393.340000000062
2018-12-19,1835.0,1962.4400000000028
2018-12-20,4193.0,3902.1799999999876
2019-01-01,5614.0,4326.01999999999
2019-01-02,8458.0,39220.589999999705
2019-01-03,10229.0,7950.659999999971
2019-01-04,10141.0,5871.849999999987
2019-01-06,5896.0,3544.5499999999843
2019-01-07,9057.0,7827.629999999975
2019-01-08,7923.0,5225.149999999981
2019-01-09,7752.0,7600.879999999993
2019-01-10,6858.0,5666.019999999998
2019-01-11,8199.0,6553.2399999999925
2019-01-13,2583.0,1854.5000000000043
2019-01-14,10421.0,9782.300000000016
2019-01-15,5174.0,6445.359999999997
2019-01-16,7423.0,4739.149999999982
2019-01-17,6837.0,8156.259999999978
2019-01-18,7695.0,6757.130000000003
2019-01-20,3605.0,2611.959999999991
2019-01-21,7441.0,6682.309999999985
2019-01-22,9179.0,6644.019999999961
2019-01-23,6800.0,5233.189999999984
2019-01-24,8887.0,7552.499999999976
2019-01-25,5707.0,3995.6799999999785
2019-01-27,2934.0,2321.7200000000016
2019-01-28,7333.0,6190.12999999999
2019-01-29,8362.0,5561.459999999987
2019-01-30,6722.0,5978.849999999977
2019-01-31,5602.0,3817.5499999999975
2019-02-01,6123.0,6316.529999999999
2019-02-03,1209.0,799.4500000000008
2019-02-04,5785.0,5356.03999999997
2019-02-05,5494.0,5592.590000000004
2019-02-06,4141.0,4453.150000000004
2019-02-07,4670.0,3462.4599999999878
2019-02-08,5085.0,5587.939999999985
2019-02-10,2154.0,1859.3600000000054
2019-02-11,6222.0,4374.689999999993
2019-02-12,7574.0,7385.1299999999865
2019-02-13,8118.0,3905.519999999976
2019-02-14,8501.0,7810.660000000011
2019-02-15,5240.0,3084.849999999984
2019-02-17,3472.0,2721.2899999999922
2019-02-18,8133.0,17596.670000000064
2019-02-19,8615.0,5573.039999999977
2019-02-20,8022.0,7190.040000000003
2019-02-21,8106.0,5068.529999999976
2019-02-22,7219.0,3507.9399999999832
2019-02-24,3619.0,2449.6299999999997
2019-02-25,7310.0,7995.399999999984
2019-02-26,8008.0,7259.879999999974
2019-02-27,6053.0,3467.059999999983
2019-02-28,7583.0,5659.089999999979
2019-03-01,6483.0,3255.4999999999836
2019-03-03,3385.0,2845.039999999994
2019-03-04,7875.0,10757.980000000052
2019-03-05,8907.0,5333.129999999978
2019-03-06,7158.0,4801.919999999972
2019-03-07,7185.0,3723.8999999999764
2019-03-08,5861.0,10475.690000000051
2019-03-10,2014.0,1374.630000000003
2019-03-11,6147.0,3851.6899999999805
2019-03-12,6931.0,11141.280000000004
2019-03-13,5766.0,3178.3099999999863
2019-03-14,9453.0,8655.67000000002
2019-03-15,7240.0,17046.970000000136
2019-03-17,7791.0,5053.789999999987
2019-03-18,6735.0,2938.7599999999907
2019-03-19,9848.0,10389.570000000109
2019-03-20,7486.0,4778.019999999977
2019-03-21,9152.0,4687.929999999958
2019-03-22,6963.0,5604.09999999998
2019-03-24,3193.0,2176.400000000002
2019-03-25,8599.0,9699.41000000002
2019-03-26,11440.0,9098.139999999968
2019-03-27,9468.0,5140.839999999972
2019-03-28,8885.0,9091.810000000016
2019-03-29,7496.0,4684.349999999972
2019-03-31,2723.0,1788.1600000000062
2019-04-01,8172.0,18797.46000000006
2019-04-02,7075.0,6221.749999999986
2019-04-03,5857.0,3770.259999999987
2019-04-04,7110.0,4707.589999999971
2019-04-05,8736.0,9002.980000000025
2019-04-07,3996.0,3110.4099999999844
2019-04-08,8765.0,3611.42999999999
2019-04-09,8366.0,3700.6899999999873
2019-04-10,7484.0,3022.27999999999
2019-04-11,10996.0,5481.549999999964
2019-04-12,6927.0,8714.420999999958
2019-04-14,5480.0,2774.5699999999974
2019-04-15,10647.0,12345.269999999957
2019-04-16,9133.0,7149.87999999998
2019-04-17,7680.0,3238.3899999999953
2019-04-18,9690.0,9542.420000000022
2019-04-23,9275.0,8523.90000000001
2019-04-24,7837.0,4271.069999999989
2019-04-25,7883.0,4706.129999999979
2019-04-28,2571.0,1298.4100000000028
2019-04-30,7474.0,28575.59000000031
2019-05-01,7857.0,3593.4099999999858
2019-05-02,10040.0,6246.539999999953
2019-05-03,10686.0,7276.009999999962
2019-05-05,7610.0,4316.799999999974
2019-05-06,9413.0,8745.48
2019-05-07,11692.0,15484.550000000147
2019-05-08,10268.0,5969.599999999954
2019-05-09,12556.0,8547.729999999969
2019-05-10,8670.0,4957.359999999965
2019-05-12,3552.0,2277.3600000000006
2019-05-13,9484.0,20897.620000000108
2019-05-14,11045.0,10116.700000000013
2019-05-15,8818.0,5320.059999999973
2019-05-16,11856.0,7760.889999999945
2019-05-17,8116.0,3970.2399999999857
2019-05-19,9437.0,4596.719999999977
2019-05-20,8592.0,12608.920000000058
2019-05-21,8549.0,7291.139999999956
2019-05-22,7278.0,4553.689999999982
2019-05-23,6209.0,4279.9299999999885
2019-05-24,6670.0,5204.239999999984
2019-05-26,2633.0,1716.0900000000076
2019-05-28,6671.0,5080.379999999985
2019-05-29,5626.0,5831.199999999965
2019-05-30,7871.0,7065.059999999997
2019-05-31,4782.0,3258.4099999999944
2019-06-02,9016.0,4962.999999999963
2019-06-03,7083.0,4730.499999999968
2019-06-04,9921.0,6788.24999999997
2019-06-05,12288.0,10794.620000000079
2019-06-06,11143.0,7678.7399999999425
2019-06-07,5859.0,44471.119999999595
2019-06-09,4786.0,3058.8399999999933
2019-06-10,8056.0,6006.169999999975
2019-06-11,7104.0,6435.359999999983
2019-06-12,8970.0,7495.179999999983
2019-06-13,9710.0,5497.959999999963
2019-06-14,6652.0,3116.089999999993
2019-06-16,6987.0,3447.6599999999876
2019-06-17,9455.0,15143.190000000051
2019-06-18,7367.0,6712.189999999964
2019-06-19,7141.0,3593.7799999999975
2019-06-20,10522.0,6436.829999999931
2019-06-21,6405.0,15250.810000000018
2019-06-23,2750.0,2594.1099999999997
2019-06-24,5152.0,4679.179999999999
2019-06-25,6805.0,5266.539999999991
2019-06-26,6420.0,4903.169999999988
2019-06-27,9435.0,5499.379999999963
2019-06-28,5539.0,3570.5999999999954
2019-06-30,2534.0,1793.9800000000089
2019-07-01,9287.0,9378.839999999958
2019-07-02,10175.0,9444.639999999989
2019-07-03,9264.0,5157.589999999993
2019-07-04,10598.0,6634.439999999947
2019-07-05,8121.0,7446.999999999964
2019-07-07,2840.0,1976.1400000000062
2019-07-08,8235.0,4452.7799999999825
2019-07-09,7316.0,6601.019999999991
2019-07-10,8305.0,15986.32000000004
2019-07-11,9858.0,5626.649999999972
2019-07-12,4900.0,4796.169999999979
2019-07-14,6293.0,3337.9399999999905
2019-07-15,10147.0,27456.490000000013
2019-07-16,11884.0,5378.419999999967
2019-07-17,9630.0,10977.660000000069
2019-07-18,10808.0,6732.059999999988
2019-07-19,6900.0,4170.48000000001
2019-07-21,7177.0,3185.7499999999886
2019-07-22,9334.0,7902.719999999975
2019-07-23,7614.0,4167.230999999985
2019-07-24,7458.0,3926.119999999989
2019-07-25,10407.0,5023.549999999954
2019-07-26,7552.0,3631.9399999999905
2019-07-28,7004.0,3150.259999999991
2019-07-29,7025.0,4374.5399999999745
2019-07-30,8492.0,16374.760000000055
2019-07-31,9473.0,4964.929999999957
